;몹번호	아이템번호	아이템나올 확율(1000이 100)			
441	1854	73			
441	2274	95			
441	2694	95			
441	3114	73			
441	3534	73			
441	3954	73			
441	4332	95			
441	4647	95			
441	4962	95			
441	5340	95			
441	5655	95			
441	5970	95			
441	6348	95			
441	6663	95			
441	6978	95			
441	7356	95			
441	7671	95			
441	7986	95			
441	8301	95			
441	10398	10			
441	10399	10			
441	10401	10			
441	10402	10			
441	10403	20			
441	10409	10			
441	10410	10			
441	10415	10			
441	10416	20			
441	10419	10			
441	10424	50			
441	10425	30			
441	10426	20			
441	10427	50			
441	10428	30			
441	10429	20			
441	10431	20			
441	10196	300			
441	10193	80			
441	10194	80			
541	174	97			
541	594	97			
541	1014	75			
541	1434	75			
541	1854	75			
541	2274	97			
541	2694	97			
541	3114	75			
541	3534	75			
541	3954	75			
541	4332	97			
541	4647	97			
541	4962	97			
541	5340	97			
541	5655	97			
541	5970	97			
541	6348	97			
541	6663	97			
541	6978	97			
541	7356	97			
541	7671	97			
541	7986	97			
541	8301	97			
541	10398	10			
541	10399	10			
541	10401	10			
541	10402	10			
541	10403	20			
541	10409	10			
541	10410	10			
541	10415	10			
541	10416	20			
541	10419	10			
541	10424	50			
541	10425	30			
541	10426	20			
541	10427	50			
541	10428	30			
541	10429	20			
541	10431	20			
541	10196	300			
541	10193	80			
541	10194	80			
641	174	99			
641	594	99			
641	1014	77			
641	1434	77			
641	1854	77			
641	2274	99			
641	2694	99			
641	3114	77			
641	3534	77			
641	3954	77			
641	4332	99			
641	4647	99			
641	4962	99			
641	5340	99			
641	5655	99			
641	5970	99			
641	6348	99			
641	6663	99			
641	6978	99			
641	7356	99			
641	7671	99			
641	7986	99			
641	8301	99			
641	10398	10			
641	10399	10			
641	10401	10			
641	10402	10			
641	10403	20			
641	10409	10			
641	10410	10			
641	10415	10			
641	10416	20			
641	10419	10			
641	10424	50			
641	10425	30			
641	10426	20			
641	10427	50			
641	10428	30			
641	10429	20			
641	10431	20			
641	10196	300			
641	10193	90			
641	10194	90			
42	172	90			
42	592	90			
42	1012	70			
42	1432	70			
42	1852	70			
42	2272	90			
42	2692	90			
42	3112	70			
42	3532	70			
42	3952	70			
42	4330	90			
42	4645	90			
42	4960	90			
42	5338	90			
42	5653	90			
42	5968	90			
42	6346	90			
42	6661	90			
42	6976	90			
42	7354	90			
42	7669	90			
42	7984	90			
42	8299	90			
42	10196	300			
42	10193	50			
42	10194	50			
242	172	92			
242	592	92			
242	1012	72			
242	1432	72			
242	1852	72			
242	2272	92			
242	2692	92			
242	3112	72			
242	3532	72			
242	3952	72			
242	4330	92			
242	4645	92			
242	4960	92			
242	5338	92			
242	5653	92			
242	5968	92			
242	6346	92			
242	6661	92			
242	6976	92			
242	7354	92			
242	7669	92			
242	7984	92			
242	8299	92			
242	10196	300			
242	10193	50			
242	10194	50			
342	172	94			
342	592	94			
342	1012	74			
342	1432	74			
342	1852	74			
342	2272	94			
342	2692	94			
342	3112	74			
342	3532	74			
342	3952	74			
342	4330	94			
342	4645	94			
342	4960	94			
342	5338	94			
342	5653	94			
342	5968	94			
342	6346	94			
342	6661	94			
342	6976	94			
342	7354	94			
342	7669	94			
342	7984	94			
342	8299	94			
342	10196	300			
342	10193	50			
342	10194	50			
442	172	96			
442	592	96			
442	1012	76			
442	1432	76			
442	1852	76			
442	2272	96			
442	2692	96			
442	3112	76			
442	3532	76			
442	3952	76			
442	4330	96			
442	4645	96			
442	4960	96			
442	5338	96			
442	5653	96			
442	5968	96			
442	6346	96			
442	6661	96			
442	6976	96			
442	7354	96			
442	7669	96			
442	7984	96			
442	8299	96			
442	10196	300			
442	10193	50			
442	10194	50			
542	172	98			
542	592	98			
542	1012	78			
542	1432	78			
542	1852	78			
542	2272	98			
542	2692	98			
542	3112	78			
542	3532	78			
542	3952	78			
542	4330	98			
542	4645	98			
542	4960	98			
542	5338	98			
542	5653	98			
542	5968	98			
542	6346	98			
542	6661	98			
542	6976	98			
542	7354	98			
542	7669	98			
542	7984	98			
542	8299	98			
542	10196	300			
542	10193	50			
542	10194	50			
642	172	100			
642	592	100			
642	1012	80			
642	1432	80			
642	1852	80			
642	2272	100			
642	2692	100			
642	3112	80			
642	3532	80			
642	3952	80			
642	4330	100			
642	4645	100			
642	4960	100			
642	5338	100			
642	5653	100			
642	5968	100			
642	6346	100			
642	6661	100			
642	6976	100			
642	7354	100			
642	7669	100			
642	7984	100			
642	8299	100			
642	10196	300			
642	10193	50			
642	10194	50			
43	174	77			
43	594	77			
43	1014	55			
43	1434	55			
43	1854	55			
43	2274	77			
43	2694	77			
43	3114	55			
43	3534	55			
43	3954	55			
43	4332	77			
43	4647	77			
43	4962	77			
43	5340	77			
43	5655	77			
43	5970	77			
43	6348	77			
43	6663	77			
43	6978	77			
43	7356	77			
43	7671	77			
43	7986	77			
43	8301	77			
43	10398	10			
43	10399	10			
43	10401	10			
43	10402	10			
43	10403	20			
43	10409	10			
43	10410	10			
43	10415	10			
43	10416	20			
43	10419	10			
43	10424	50			
43	10425	30			
43	10426	20			
43	10427	50			
43	10428	30			
43	10429	20			
43	10431	20			
43	10196	300			
43	10193	80			
43	10194	80			
243	174	80			
243	594	80			
243	1014	58			
243	1434	58			
243	1854	58			
243	2274	80			
243	2694	80			
243	3114	58			
243	3534	58			
243	3954	58			
243	4332	80			
243	4647	80			
243	4962	80			
243	5340	80			
243	5655	80			
243	5970	80			
243	6348	80			
243	6663	80			
243	6978	80			
243	7356	80			
243	7671	80			
243	7986	80			
243	8301	80			
243	10398	10			
243	10399	10			
243	10401	10			
243	10402	10			
243	10403	20			
243	10409	10			
243	10410	10			
243	10415	10			
243	10416	20			
243	10419	10			
243	10424	50			
243	10425	30			
243	10426	20			
243	10427	50			
243	10428	30			
243	10429	20			
243	10431	20			
243	10196	300			
243	10193	80			
243	10194	80			
343	174	82			
343	594	82			
343	1014	60			
343	1434	60			
343	1854	60			
343	2274	82			
343	2694	82			
343	3114	60			
343	3534	60			
343	3954	60			
343	4332	82			
343	4647	82			
343	4962	82			
343	5340	82			
343	5655	82			
343	5970	82			
343	6348	82			
343	6663	82			
343	6978	82			
343	7356	82			
343	7671	82			
343	7986	82			
343	8301	82			
343	10398	10			
343	10399	10			
343	10401	10			
343	10402	10			
343	10403	20			
343	10409	10			
343	10410	10			
343	10415	10			
343	10416	20			
343	10419	10			
343	10424	50			
343	10425	30			
343	10426	20			
343	10427	50			
343	10428	30			
343	10429	20			
343	10431	20			
343	10196	300			
343	10193	80			
343	10194	80			
443	174	84			
443	594	84			
443	1014	62			
443	1434	62			
443	1854	62			
443	2274	84			
443	2694	84			
443	3114	62			
443	3534	62			
443	3954	62			
443	4332	84			
443	4647	84			
443	4962	84			
443	5340	84			
443	5655	84			
443	5970	84			
443	6348	84			
443	6663	84			
443	6978	84			
443	7356	84			
443	7671	84			
443	7986	84			
443	8301	84			
443	10398	10			
443	10399	10			
443	10401	10			
443	10402	10			
443	10403	20			
443	10409	10			
443	10410	10			
443	10415	10			
443	10416	20			
443	10419	10			
443	10424	50			
443	10425	30			
443	10426	20			
443	10427	50			
443	10428	30			
443	10429	20			
443	10431	20			
443	10196	300			
443	10193	80			
443	10194	80			
543	174	86			
543	594	86			
543	1014	64			
543	1434	64			
543	1854	64			
543	2274	86			
543	2694	86			
543	3114	64			
543	3534	64			
543	3954	64			
543	4332	86			
543	4647	86			
543	4962	86			
543	5340	86			
543	5655	86			
543	5970	86			
543	6348	86			
543	6663	86			
543	6978	86			
543	7356	86			
543	7671	86			
543	7986	86			
543	8301	86			
543	10398	10			
543	10399	10			
543	10401	10			
543	10402	10			
543	10403	20			
543	10409	10			
543	10410	10			
543	10415	10			
543	10416	20			
543	10419	10			
543	10424	50			
543	10425	30			
543	10426	20			
543	10427	50			
543	10428	30			
543	10429	20			
543	10431	20			
543	10196	300			
543	10193	80			
543	10194	80			
643	174	88			
643	594	88			
643	1014	66			
643	1434	66			
643	1854	66			
643	2274	88			
643	2694	88			
643	3114	66			
643	3534	66			
643	3954	66			
643	4332	88			
643	4647	88			
643	4962	88			
643	5340	88			
643	5655	88			
643	5970	88			
643	6348	88			
643	6663	88			
643	6978	88			
643	7356	88			
643	7671	88			
643	7986	88			
643	8301	88			
643	10398	10			
643	10399	10			
643	10401	10			
643	10402	10			
643	10403	20			
643	10409	10			
643	10410	10			
643	10415	10			
643	10416	20			
643	10419	10			
643	10424	50			
643	10425	30			
643	10426	20			
643	10427	50			
643	10428	30			
643	10429	20			
643	10431	20			
643	10196	300			
643	10193	90			
643	10194	90			
44	171	80			
44	591	80			
44	1011	60			
44	1431	60			
44	1851	60			
44	2271	80			
44	2691	80			
44	3111	60			
44	3531	60			
44	3951	60			
44	4329	80			
44	4644	80			
44	4959	80			
44	5337	80			
44	5652	80			
44	5967	80			
44	6345	80			
44	6660	80			
44	6975	80			
44	7353	80			
44	7668	80			
44	7983	80			
44	8298	80			
44	10196	300			
44	10193	50			
44	10194	50			
244	171	82			
244	591	82			
244	1011	62			
244	1431	62			
244	1851	62			
244	2271	82			
244	2691	82			
244	3111	62			
244	3531	62			
244	3951	62			
244	4329	82			
244	4644	82			
244	4959	82			
244	5337	82			
244	5652	82			
244	5967	82			
244	6345	82			
244	6660	82			
244	6975	82			
244	7353	82			
244	7668	82			
244	7983	82			
244	8298	82			
244	10196	300			
244	10193	50			
244	10194	50			
344	171	84			
344	591	84			
344	1011	64			
344	1431	64			
344	1851	64			
344	2271	84			
344	2691	84			
344	3111	64			
344	3531	64			
344	3951	64			
344	4329	84			
344	4644	84			
344	4959	84			
344	5337	84			
344	5652	84			
344	5967	84			
344	6345	84			
344	6660	84			
344	6975	84			
344	7353	84			
344	7668	84			
344	7983	84			
344	8298	84			
344	10196	300			
344	10193	50			
344	10194	50			
444	171	86			
444	591	86			
444	1011	66			
444	1431	66			
444	1851	66			
444	2271	86			
444	2691	86			
444	3111	66			
444	3531	66			
444	3951	66			
444	4329	86			
444	4644	86			
444	4959	86			
444	5337	86			
444	5652	86			
444	5967	86			
444	6345	86			
444	6660	86			
444	6975	86			
444	7353	86			
444	7668	86			
444	7983	86			
444	8298	86			
444	10196	300			
444	10193	50			
444	10194	50			
544	171	88			
544	591	88			
544	1011	68			
544	1431	68			
544	1851	68			
544	2271	88			
544	2691	88			
544	3111	68			
544	3531	68			
544	3951	68			
544	4329	88			
544	4644	88			
544	4959	88			
544	5337	88			
544	5652	88			
544	5967	88			
544	6345	88			
544	6660	88			
544	6975	88			
544	7353	88			
544	7668	88			
544	7983	88			
544	8298	88			
544	10196	300			
544	10193	50			
544	10194	50			
644	171	90			
644	591	90			
644	1011	70			
644	1431	70			
644	1851	70			
644	2271	90			
644	2691	90			
644	3111	70			
644	3531	70			
644	3951	70			
644	4329	90			
644	4644	90			
644	4959	90			
644	5337	90			
644	5652	90			
644	5967	90			
644	6345	90			
644	6660	90			
644	6975	90			
644	7353	90			
644	7668	90			
644	7983	90			
644	8298	90			
644	10196	300			
644	10193	50			
644	10194	50			
45	10899	33			
45	10920	33			
45	10941	33			
45	11088	33			
45	11109	33			
45	11130	33			
45	11235	33			
45	11298	33			
45	11361	33			
45	11550	33			
45	11676	33			
45	11802	33			
45	10398	20			
45	10399	20			
45	10401	20			
45	10402	20			
45	10403	30			
45	10409	20			
45	10410	20			
45	10415	20			
45	10416	30			
45	10419	20			
45	10424	60			
45	10425	40			
45	10426	30			
45	10427	60			
45	10428	40			
45	10429	30			
45	10431	30			
45	10196	400			
45	10193	100			
45	10194	100			
245	10899	36			
245	10920	36			
245	10941	36			
245	11088	36			
245	11109	36			
245	11130	36			
245	11235	36			
245	11298	36			
245	11361	36			
245	11550	36			
245	11676	36			
245	11802	36			
245	10398	20			
245	10399	20			
245	10401	20			
245	10402	20			
245	10403	30			
245	10409	20			
245	10410	20			
245	10415	20			
245	10416	30			
245	10419	20			
245	10424	60			
245	10425	40			
245	10426	30			
245	10427	60			
245	10428	40			
245	10429	30			
245	10431	30			
245	10196	400			
245	10193	100			
245	10194	100			
345	10899	38			
345	10920	38			
345	10941	38			
345	11088	38			
345	11109	38			
345	11130	38			
345	11235	38			
345	11298	38			
345	11361	38			
345	11550	38			
345	11676	38			
345	11802	38			
345	10398	20			
345	10399	20			
345	10401	20			
345	10402	20			
345	10403	30			
345	10409	20			
345	10410	20			
345	10415	20			
345	10416	30			
345	10419	20			
345	10424	60			
345	10425	40			
345	10426	30			
345	10427	60			
345	10428	40			
345	10429	30			
345	10431	30			
345	10196	400			
345	10193	100			
345	10194	100			
445	10899	40			
445	10920	40			
445	10941	40			
445	11088	40			
445	11109	40			
445	11130	40			
445	11235	40			
445	11298	40			
445	11361	40			
445	11550	40			
445	11676	40			
445	11802	40			
445	10398	20			
445	10399	20			
445	10401	20			
445	10402	20			
445	10403	30			
445	10409	20			
445	10410	20			
445	10415	20			
445	10416	30			
445	10419	20			
445	10424	60			
445	10425	40			
445	10426	30			
445	10427	60			
445	10428	40			
445	10429	30			
445	10431	30			
445	10196	400			
445	10193	100			
445	10194	100			
545	10899	42			
545	10920	42			
545	10941	42			
545	11088	42			
545	11109	42			
545	11130	42			
545	11235	42			
545	11298	42			
545	11361	42			
545	11550	42			
545	11676	42			
545	11802	42			
545	10398	20			
545	10399	20			
545	10401	20			
545	10402	20			
545	10403	30			
545	10409	20			
545	10410	20			
545	10415	20			
545	10416	30			
545	10419	20			
545	10424	60			
545	10425	40			
545	10426	30			
545	10427	60			
545	10428	40			
545	10429	30			
545	10431	30			
545	10196	400			
545	10193	100			
545	10194	100			
645	10899	44			
645	10920	44			
645	10941	44			
645	11088	44			
645	11109	44			
645	11130	44			
645	11235	44			
645	11298	44			
645	11361	44			
645	11550	44			
645	11676	44			
645	11802	44			
645	10398	20			
645	10399	20			
645	10401	20			
645	10402	20			
645	10403	30			
645	10409	20			
645	10410	20			
645	10415	20			
645	10416	30			
645	10419	20			
645	10424	60			
645	10425	40			
645	10426	30			
645	10427	60			
645	10428	40			
645	10429	30			
645	10431	30			
645	10196	400			
645	10193	140			
645	10194	140			
46	11025	55			
46	11046	55			
46	11067	55			
46	11214	55			
46	11466	55			
46	11592	55			
46	11655	55			
46	10398	20			
46	10399	20			
46	10401	20			
46	10402	20			
46	10403	30			
46	10409	20			
46	10410	20			
46	10415	20			
46	10416	30			
46	10419	20			
46	10424	60			
46	10425	40			
46	10426	30			
46	10427	60			
46	10428	40			
46	10429	30			
46	10431	30			
46	10196	400			
46	10193	90			
46	10194	90			
246	11025	58			
246	11046	58			
246	11067	58			
246	11214	58			
246	11466	58			
246	11592	58			
246	11655	58			
246	10398	20			
246	10399	20			
246	10401	20			
246	10402	20			
246	10403	30			
246	10409	20			
246	10410	20			
246	10415	20			
246	10416	30			
246	10419	20			
246	10424	60			
246	10425	40			
246	10426	30			
246	10427	60			
246	10428	40			
246	10429	30			
246	10431	30			
246	10196	400			
246	10193	90			
246	10194	90			
346	11025	60			
346	11046	60			
346	11067	60			
346	11214	60			
346	11466	60			
346	11592	60			
346	11655	60			
346	10398	20			
346	10399	20			
346	10401	20			
346	10402	20			
346	10403	30			
346	10409	20			
346	10410	20			
346	10415	20			
346	10416	30			
346	10419	20			
346	10424	60			
346	10425	40			
346	10426	30			
346	10427	60			
346	10428	40			
346	10429	30			
346	10431	30			
346	10196	400			
346	10193	90			
346	10194	90			
446	11025	62			
446	11046	62			
446	11067	62			
446	11214	62			
446	11466	62			
446	11592	62			
446	11655	62			
446	10398	20			
446	10399	20			
446	10401	20			
446	10402	20			
446	10403	30			
446	10409	20			
446	10410	20			
446	10415	20			
446	10416	30			
446	10419	20			
446	10424	60			
446	10425	40			
446	10426	30			
446	10427	60			
446	10428	40			
446	10429	30			
446	10431	30			
446	10196	400			
446	10193	90			
446	10194	90			
546	11025	64			
546	11046	64			
546	11067	64			
546	11214	64			
546	11466	64			
546	11592	64			
546	11655	64			
546	10398	20			
546	10399	20			
546	10401	20			
546	10402	20			
546	10403	30			
546	10409	20			
546	10410	20			
546	10415	20			
546	10416	30			
546	10419	20			
546	10424	60			
546	10425	40			
546	10426	30			
546	10427	60			
546	10428	40			
546	10429	30			
546	10431	30			
546	10196	400			
546	10193	90			
546	10194	90			
646	11025	66			
646	11046	66			
646	11067	66			
646	11214	66			
646	11466	66			
646	11592	66			
646	11655	66			
646	10398	20			
646	10399	20			
646	10401	20			
646	10402	20			
646	10403	30			
646	10409	20			
646	10410	20			
646	10415	20			
646	10416	30			
646	10419	20			
646	10424	60			
646	10425	40			
646	10426	30			
646	10427	60			
646	10428	40			
646	10429	30			
646	10431	30			
646	10196	400			
646	10193	100			
646	10194	100			
47	172	80			
47	592	80			
47	1012	60			
47	1432	60			
47	1852	60			
47	2272	80			
47	2692	80			
47	3112	60			
47	3532	60			
47	3952	60			
47	4330	80			
47	4645	80			
47	4960	80			
47	5338	80			
47	5653	80			
47	5968	80			
47	6346	80			
47	6661	80			
47	6976	80			
47	7354	80			
47	7669	80			
47	7984	80			
47	8299	80			
47	10196	300			
47	10193	50			
47	10194	50			
247	172	82			
247	592	82			
247	1012	62			
247	1432	62			
247	1852	62			
247	2272	82			
247	2692	82			
247	3112	62			
247	3532	62			
247	3952	62			
247	4330	82			
247	4645	82			
247	4960	82			
247	5338	82			
247	5653	82			
247	5968	82			
247	6346	82			
247	6661	82			
247	6976	82			
247	7354	82			
247	7669	82			
247	7984	82			
247	8299	82			
247	10196	300			
247	10193	50			
247	10194	50			
347	172	84			
347	592	84			
347	1012	64			
347	1432	64			
347	1852	64			
347	2272	84			
347	2692	84			
347	3112	64			
347	3532	64			
347	3952	64			
347	4330	84			
347	4645	84			
347	4960	84			
347	5338	84			
347	5653	84			
347	5968	84			
347	6346	84			
347	6661	84			
347	6976	84			
347	7354	84			
347	7669	84			
347	7984	84			
347	8299	84			
347	10196	300			
347	10193	50			
347	10194	50			
447	172	86			
447	592	86			
447	1012	66			
447	1432	66			
447	1852	66			
447	2272	86			
447	2692	86			
447	3112	66			
447	3532	66			
447	3952	66			
447	4330	86			
447	4645	86			
447	4960	86			
447	5338	86			
447	5653	86			
447	5968	86			
447	6346	86			
447	6661	86			
447	6976	86			
447	7354	86			
447	7669	86			
447	7984	86			
447	8299	86			
447	10196	300			
447	10193	50			
447	10194	50			
547	172	88			
547	592	88			
547	1012	68			
547	1432	68			
547	1852	68			
547	2272	88			
547	2692	88			
547	3112	68			
547	3532	68			
547	3952	68			
547	4330	88			
547	4645	88			
547	4960	88			
547	5338	88			
547	5653	88			
547	5968	88			
547	6346	88			
547	6661	88			
547	6976	88			
547	7354	88			
547	7669	88			
547	7984	88			
547	8299	88			
547	10196	300			
547	10193	50			
547	10194	50			
647	172	90			
647	592	90			
647	1012	70			
647	1432	70			
647	1852	70			
647	2272	90			
647	2692	90			
647	3112	70			
647	3532	70			
647	3952	70			
647	4330	90			
647	4645	90			
647	4960	90			
647	5338	90			
647	5653	90			
647	5968	90			
647	6346	90			
647	6661	90			
647	6976	90			
647	7354	90			
647	7669	90			
647	7984	90			
647	8299	90			
647	10196	300			
647	10193	50			
647	10194	50			
48	174	99			
48	594	99			
48	1014	77			
48	1434	77			
48	1854	77			
48	2274	99			
48	2694	99			
48	3114	77			
48	3534	77			
48	3954	77			
48	4332	99			
48	4647	99			
48	4962	99			
48	5340	99			
48	5655	99			
48	5970	99			
48	6348	99			
48	6663	99			
48	6978	99			
48	7356	99			
48	7671	99			
48	7986	99			
48	8301	99			
48	10398	10			
48	10399	10			
48	10401	10			
48	10402	10			
48	10403	20			
48	10409	10			
48	10410	10			
48	10415	10			
48	10416	20			
48	10419	10			
48	10424	50			
48	10425	30			
48	10426	20			
48	10427	50			
48	10428	30			
48	10429	20			
48	10431	20			
48	10196	300			
48	10193	80			
48	10194	80			
248	174	102			
248	594	102			
248	1014	80			
248	1434	80			
248	1854	80			
248	2274	102			
248	2694	102			
248	3114	80			
248	3534	80			
248	3954	80			
248	4332	102			
248	4647	102			
248	4962	102			
248	5340	102			
248	5655	102			
248	5970	102			
248	6348	102			
248	6663	102			
248	6978	102			
248	7356	102			
248	7671	102			
248	7986	102			
248	8301	102			
248	10398	10			
248	10399	10			
248	10401	10			
248	10402	10			
248	10403	20			
248	10409	10			
248	10410	10			
248	10415	10			
248	10416	20			
248	10419	10			
248	10424	50			
248	10425	30			
248	10426	20			
248	10427	50			
248	10428	30			
248	10429	20			
248	10431	20			
248	10196	300			
248	10193	80			
248	10194	80			
348	174	104			
348	594	104			
348	1014	82			
348	1434	82			
348	1854	82			
348	2274	104			
348	2694	104			
348	3114	82			
348	3534	82			
348	3954	82			
348	4332	104			
348	4647	104			
348	4962	104			
348	5340	104			
348	5655	104			
348	5970	104			
348	6348	104			
348	6663	104			
348	6978	104			
348	7356	104			
348	7671	104			
348	7986	104			
348	8301	104			
348	10398	10			
348	10399	10			
348	10401	10			
348	10402	10			
348	10403	20			
348	10409	10			
348	10410	10			
348	10415	10			
348	10416	20			
348	10419	10			
348	10424	50			
348	10425	30			
348	10426	20			
348	10427	50			
348	10428	30			
348	10429	20			
348	10431	20			
348	10196	300			
348	10193	80			
348	10194	80			
448	174	106			
448	594	106			
448	1014	84			
448	1434	84			
448	1854	84			
448	2274	106			
448	2694	106			
448	3114	84			
448	3534	84			
448	3954	84			
448	4332	106			
448	4647	106			
448	4962	106			
448	5340	106			
448	5655	106			
448	5970	106			
448	6348	106			
448	6663	106			
448	6978	106			
448	7356	106			
448	7671	106			
448	7986	106			
448	8301	106			
448	10398	10			
448	10399	10			
448	10401	10			
448	10402	10			
448	10403	20			
448	10409	10			
448	10410	10			
448	10415	10			
448	10416	20			
448	10419	10			
448	10424	50			
448	10425	30			
448	10426	20			
448	10427	50			
448	10428	30			
448	10429	20			
448	10431	20			
448	10196	300			
448	10193	80			
448	10194	80			
548	174	108			
548	594	108			
548	1014	86			
548	1434	86			
548	1854	86			
548	2274	108			
548	2694	108			
548	3114	86			
548	3534	86			
548	3954	86			
548	4332	108			
548	4647	108			
548	4962	108			
548	5340	108			
548	5655	108			
548	5970	108			
548	6348	108			
548	6663	108			
548	6978	108			
548	7356	108			
548	7671	108			
548	7986	108			
548	8301	108			
548	10398	10			
548	10399	10			
548	10401	10			
548	10402	10			
548	10403	20			
548	10409	10			
548	10410	10			
548	10415	10			
548	10416	20			
548	10419	10			
548	10424	50			
548	10425	30			
548	10426	20			
548	10427	50			
548	10428	30			
548	10429	20			
548	10431	20			
548	10196	300			
548	10193	80			
548	10194	80			
648	174	110			
648	594	110			
648	1014	88			
648	1434	88			
648	1854	88			
648	2274	110			
648	2694	110			
648	3114	88			
648	3534	88			
648	3954	88			
648	4332	110			
648	4647	110			
648	4962	110			
648	5340	110			
648	5655	110			
648	5970	110			
648	6348	110			
648	6663	110			
648	6978	110			
648	7356	110			
648	7671	110			
648	7986	110			
648	8301	110			
648	10398	10			
648	10399	10			
648	10401	10			
648	10402	10			
648	10403	20			
648	10409	10			
648	10410	10			
648	10415	10			
648	10416	20			
648	10419	10			
648	10424	50			
648	10425	30			
648	10426	20			
648	10427	50			
648	10428	30			
648	10429	20			
648	10431	20			
648	10196	300			
648	10193	90			
648	10194	90			
49	10647	44			
49	10668	44			
49	10689	44			
49	11403	33			
49	11844	33			
49	10398	20			
49	10399	20			
49	10401	20			
49	10402	20			
49	10403	30			
49	10409	20			
49	10410	20			
49	10415	20			
49	10416	30			
49	10419	20			
49	10424	60			
49	10425	40			
49	10426	30			
49	10427	60			
49	10428	40			
49	10429	30			
49	10431	30			
49	10196	400			
49	10193	90			
49	10194	90			
249	10647	47			
249	10668	47			
249	10689	47			
249	11403	36			
249	11844	36			
249	10398	20			
249	10399	20			
249	10401	20			
249	10402	20			
249	10403	30			
249	10409	20			
249	10410	20			
249	10415	20			
249	10416	30			
249	10419	20			
249	10424	60			
249	10425	40			
249	10426	30			
249	10427	60			
249	10428	40			
249	10429	30			
249	10431	30			
249	10196	400			
249	10193	90			
249	10194	90			
349	10647	49			
349	10668	49			
349	10689	49			
349	11403	38			
349	11844	38			
349	10398	20			
349	10399	20			
349	10401	20			
349	10402	20			
349	10403	30			
349	10409	20			
349	10410	20			
349	10415	20			
349	10416	30			
349	10419	20			
349	10424	60			
349	10425	40			
349	10426	30			
349	10427	60			
349	10428	40			
349	10429	30			
349	10431	30			
349	10196	400			
349	10193	80			
349	10194	80			
449	10647	51			
449	10668	51			
449	10689	51			
449	11403	40			
449	11844	40			
449	10398	20			
449	10399	20			
449	10401	20			
449	10402	20			
449	10403	30			
449	10409	20			
449	10410	20			
449	10415	20			
449	10416	30			
449	10419	20			
449	10424	60			
449	10425	40			
449	10426	30			
449	10427	60			
449	10428	40			
449	10429	30			
449	10431	30			
449	10196	400			
449	10193	90			
449	10194	90			
549	10647	53			
549	10668	53			
549	10689	53			
549	11403	42			
549	11844	42			
549	10398	20			
549	10399	20			
549	10401	20			
549	10402	20			
549	10403	30			
549	10409	20			
549	10410	20			
549	10415	20			
549	10416	30			
549	10419	20			
549	10424	60			
549	10425	40			
549	10426	30			
549	10427	60			
549	10428	40			
549	10429	30			
549	10431	30			
549	10196	400			
549	10193	90			
549	10194	90			
649	10647	55			
649	10668	55			
649	10689	55			
649	11403	44			
649	11844	44			
649	10398	20			
649	10399	20			
649	10401	20			
649	10402	20			
649	10403	30			
649	10409	20			
649	10410	20			
649	10415	20			
649	10416	30			
649	10419	20			
649	10424	60			
649	10425	40			
649	10426	30			
649	10427	60			
649	10428	40			
649	10429	30			
649	10431	30			
649	10196	400			
649	10193	100			
649	10194	100			
50	10458	33			
50	10479	33			
50	10500	33			
50	11718	33			
50	10398	20			
50	10399	20			
50	10401	20			
50	10402	20			
50	10403	30			
50	10409	20			
50	10410	20			
50	10415	20			
50	10416	30			
50	10419	20			
50	10424	60			
50	10425	40			
50	10426	30			
50	10427	60			
50	10428	40			
50	10429	30			
50	10431	30			
50	10196	400			
50	10193	90			
50	10194	90			
250	10458	36			
250	10479	36			
250	10500	36			
250	11718	36			
250	10398	20			
250	10399	20			
250	10401	20			
250	10402	20			
250	10403	30			
250	10409	20			
250	10410	20			
250	10415	20			
250	10416	30			
250	10419	20			
250	10424	60			
250	10425	40			
250	10426	30			
250	10427	60			
250	10428	40			
250	10429	30			
250	10431	30			
250	10196	400			
250	10193	90			
250	10194	90			
350	10458	38			
350	10479	38			
350	10500	38			
350	11718	38			
350	10398	20			
350	10399	20			
350	10401	20			
350	10402	20			
350	10403	30			
350	10409	20			
350	10410	20			
350	10415	20			
350	10416	30			
350	10419	20			
350	10424	60			
350	10425	40			
350	10426	30			
350	10427	60			
350	10428	40			
350	10429	30			
350	10431	30			
350	10196	400			
350	10193	90			
350	10194	90			
450	10458	40			
450	10479	40			
450	10500	40			
450	11718	40			
450	10398	20			
450	10399	20			
450	10401	20			
450	10402	20			
450	10403	30			
450	10409	20			
450	10410	20			
450	10415	20			
450	10416	30			
450	10419	20			
450	10424	60			
450	10425	40			
450	10426	30			
450	10427	60			
450	10428	40			
450	10429	30			
450	10431	30			
450	10196	400			
450	10193	90			
450	10194	90			
550	10458	42			
550	10479	42			
550	10500	42			
550	11718	42			
550	10398	20			
550	10399	20			
550	10401	20			
550	10402	20			
550	10403	30			
550	10409	20			
550	10410	20			
550	10415	20			
550	10416	30			
550	10419	20			
550	10424	60			
550	10425	40			
550	10426	30			
550	10427	60			
550	10428	40			
550	10429	30			
550	10431	30			
550	10196	400			
550	10193	90			
550	10194	90			
650	10458	44			
650	10479	44			
650	10500	44			
650	11718	44			
650	10398	20			
650	10399	20			
650	10401	20			
650	10402	20			
650	10403	30			
650	10409	20			
650	10410	20			
650	10415	20			
650	10416	30			
650	10419	20			
650	10424	60			
650	10425	40			
650	10426	30			
650	10427	60			
650	10428	40			
650	10429	30			
650	10431	30			
