;	Item Numb	English	Korean Name	Type	Level	최소공격	최대공격	최소마법	최대마법	슬롯갯수	확률	착용직업	공격 범위	내구력	내구력경험치	공격속도	아이템속성	아이템성향	아이템무게	필요힘	필요지혜	필요민첩	필요카리스마	수리가격	판매가격	구입가격	힘+	지혜+	민첩+	카리스마+	체력+	마나+	물리데미지+	마법데미지+	방어력+	마법저항+	근거리	원거리	흑마법	백마법	힘-	지혜-	민첩-	카리스마-	체력-	마나-	물리데미지	마법데미지	방어력	마법저항	근거리	원거리	흑마법	백마법	남자이미지	2	3	4	5	남자스킨	여자이미지	2	3	4	5	여자스킨		
56	13	+13 키드니대거	+13 키드니대거	1	2	95	97	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	36	179	891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	88	0
57	14	+14 키드니대거	+14 키드니대거	1	2	110	112	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	38	188	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	102	0
58	15	+15 키드니대거	+15 키드니대거	1	2	126	128	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	40	197	983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	118	0
59	16	+16 키드니대거	+16 키드니대거	1	2	146	148	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	42	207	1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	137	0
60	17	+17 키드니대거	+17 키드니대거	1	2	166	168	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	44	217	1085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	157	0
61	18	+18 키드니대거	+18 키드니대거	1	2	190	192	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	46	228	1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	180	0
62	19	+19 키드니대거	+19 키드니대거	1	2	218	220	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	48	240	1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	207	0
63	20	+20 키드니대거	+20 키드니대거	1	2	248	250	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	51	252	1257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	236	0
64	0	쿠쿠리	쿠쿠리	1	2	7	9	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	29	141	702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	0	0
65	1	+1 쿠쿠리	+1 쿠쿠리	1	2	9	11	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	30	148	738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	2	0
66	2	+2 쿠쿠리	+2 쿠쿠리	1	2	11	13	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	31	155	775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	4	0
67	3	+3 쿠쿠리	+3 쿠쿠리	1	2	16	18	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	33	163	814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	9	0
68	4	+4 쿠쿠리	+4 쿠쿠리	1	2	19	21	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	35	171	855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	12	0
69	5	+5 쿠쿠리	+5 쿠쿠리	1	2	22	24	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	36	180	898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	15	0
70	6	+6 쿠쿠리	+6 쿠쿠리	1	2	29	31	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	38	189	943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	22	0
71	7	+7 쿠쿠리	+7 쿠쿠리	1	2	34	36	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	40	199	991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	27	0
72	8	+8 쿠쿠리	+8 쿠쿠리	1	2	43	45	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	42	209	1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	35	0
73	9	+9 쿠쿠리	+9 쿠쿠리	1	2	52	54	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	44	219	1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	44	0
74	10	+10 쿠쿠리	+10 쿠쿠리	1	2	63	65	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	46	230	1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	55	0
75	11	+11 쿠쿠리	+11 쿠쿠리	1	2	76	78	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	49	242	1207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	67	0
76	12	+12 쿠쿠리	+12 쿠쿠리	1	2	89	91	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	51	254	1268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	80	0
77	13	+13 쿠쿠리	+13 쿠쿠리	1	2	105	107	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	54	267	1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	95	0
78	14	+14 쿠쿠리	+14 쿠쿠리	1	2	121	123	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	56	280	1399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	111	0
79	15	+15 쿠쿠리	+15 쿠쿠리	1	2	139	141	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	59	294	1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	128	0
80	16	+16 쿠쿠리	+16 쿠쿠리	1	2	159	161	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	62	309	1543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	148	0
81	17	+17 쿠쿠리	+17 쿠쿠리	1	2	182	184	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	65	325	1621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	170	0
82	18	+18 쿠쿠리	+18 쿠쿠리	1	2	208	210	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	69	341	1703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	195	0
83	19	+19 쿠쿠리	+19 쿠쿠리	1	2	237	239	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	72	358	1789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	224	0
84	20	+20 쿠쿠리	+20 쿠쿠리	1	2	270	272	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	76	376	1879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	256	0
85	0	헌팅 나이프	헌팅 나이프	1	3	8	10	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	43	211	1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	0	0
86	1	+1 헌팅 나이프	+1 헌팅 나이프	1	3	10	12	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	45	222	1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	2	0
87	2	+2 헌팅 나이프	+2 헌팅 나이프	1	3	12	14	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	47	233	1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	4	0
88	3	+3 헌팅 나이프	+3 헌팅 나이프	1	3	17	19	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	49	245	1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	9	0
89	4	+4 헌팅 나이프	+4 헌팅 나이프	1	3	20	22	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	52	257	1283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	12	0
90	5	+5 헌팅 나이프	+5 헌팅 나이프	1	3	23	25	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	54	270	1348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	15	0
91	6	+6 헌팅 나이프	+6 헌팅 나이프	1	3	31	33	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	57	284	1416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	23	0
92	7	+7 헌팅 나이프	+7 헌팅 나이프	1	3	37	39	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	60	298	1487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	28	0
93	8	+8 헌팅 나이프	+8 헌팅 나이프	1	3	45	47	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	63	313	1562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	36	0
94	9	+9 헌팅 나이프	+9 헌팅 나이프	1	3	55	57	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	66	329	1641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	46	0
95	10	+10 헌팅 나이프	+10 헌팅 나이프	1	3	66	68	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	69	345	1724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	57	0
96	11	+11 헌팅 나이프	+11 헌팅 나이프	1	3	79	81	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	73	363	1811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	69	0
97	12	+12 헌팅 나이프	+12 헌팅 나이프	1	3	93	95	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	77	381	1902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	83	0
98	13	+13 헌팅 나이프	+13 헌팅 나이프	1	3	110	112	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	80	400	1998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	99	0
99	14	+14 헌팅 나이프	+14 헌팅 나이프	1	3	126	128	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	84	420	2098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	115	0
100	15	+15 헌팅 나이프	+15 헌팅 나이프	1	3	145	147	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	89	441	2203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	133	0
101	16	+16 헌팅 나이프	+16 헌팅 나이프	1	3	165	167	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	93	463	2314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	153	0
102	17	+17 헌팅 나이프	+17 헌팅 나이프	1	3	189	191	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	98	486	2430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	176	0
103	18	+18 헌팅 나이프	+18 헌팅 나이프	1	3	217	219	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	103	511	2552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	203	0
104	19	+19 헌팅 나이프	+19 헌팅 나이프	1	3	247	249	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	108	536	2680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	232	0
105	20	+20 헌팅 나이프	+20 헌팅 나이프	1	3	281	283	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	113	563	2814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	265	0
106	0	친퀘디아	친퀘디아	1	3	10	12	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	64	316	1580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0035_1.mod	Ws_0035_2.mod	Ws_0035_3.mod	Ws_0035.tga	Ws_0035.tga	0	Ws_0035_1.mod	Ws_0035_2.mod	Ws_0035_3.mod	Ws_0035.tga	Ws_0035.tga	0	0	0
107	1	+1 친퀘디아	+1 친퀘디아	1	3	12	14	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	67	332	1659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0035_1.mod	Ws_0035_2.mod	Ws_0035_3.mod	Ws_0035.tga	Ws_0035.tga	0	Ws_0035_1.mod	Ws_0035_2.mod	Ws_0035_3.mod	Ws_0035.tga	Ws_0035.tga	0	2	0
108	2	+2 친퀘디아	+2 친퀘디아	1	3	14	16	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	70	349	1742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0035_1.mod	Ws_0035_2.mod	Ws_0035_3.mod	Ws_0035.tga	Ws_0035.tga	0	Ws_0035_1.mod	Ws_0035_2.mod	Ws_0035_3.mod	Ws_0035.tga	Ws_0035.tga	0	4	0
109	3	+3 친퀘디아	+3 친퀘디아	1	3	20	22	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	74	366	1830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0035_1.mod	Ws_0035_2.mod	Ws_0035_3.mod	Ws_0035.tga	Ws_0035.tga	0	Ws_0035_1.mod	Ws_0035_2.mod	Ws_0035_3.mod	Ws_0035.tga	Ws_0035.tga	0	10	0
110	4	+4 친퀘디아	+4 친퀘디아	1	3	23	25	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	77	385	1922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0035_1.mod	Ws_0035_2.mod	Ws_0035_3.mod	Ws_0035.tga	Ws_0035.tga	0	Ws_0035_1.mod	Ws_0035_2.mod	Ws_0035_3.mod	Ws_0035.tga	Ws_0035.tga	0	13	0
