;	아이템번호	한글이름	영문	종류	레벨	최소공격	최대공격	최소마법	최대마법	슬롯갯수	확률	착용직업	공격 범위	내구력	내구력경험치	공격속도	아이템속성	아이템성향	아이템무게	필요힘	필요지혜	필요민첩	필요카리스마	수리가격	판매가격	구입가격	힘+	지혜+	민첩+	카리스마+	체력+	마나+	물리데미지+	마법데미지+	방어력+	마법저항+	근거리	원거리	흑마법	백마법	힘-	지혜-	민첩-	카리스마-	체력-	마나-	물리데미지	마법데미지	방어력	마법저항	근거리	원거리	흑마법	백마법	남자이미지	2	3	4	5	남자스킨	여자이미지	2	3	4	5	여자스킨		
55	12	+12 키드니대거	+12 키드니대거	1	2	94	96	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	82	816	1632	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	74	0
56	13	+13 키드니대거	+13 키드니대거	1	2	111	113	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	90	900	1800	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	88	0
57	14	+14 키드니대거	+14 키드니대거	1	2	128	130	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	99	990	1980	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	102	0
58	15	+15 키드니대거	+15 키드니대거	1	2	147	149	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	109	1089	2178	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	118	0
59	16	+16 키드니대거	+16 키드니대거	1	2	170	172	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	120	1200	2400	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	137	0
60	17	+17 키드니대거	+17 키드니대거	1	2	194	196	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	132	1320	2640	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	157	0
61	18	+18 키드니대거	+18 키드니대거	1	2	221	223	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	146	1452	2904	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	180	0
62	19	+19 키드니대거	+19 키드니대거	1	2	254	256	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	160	1599	3198	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	207	0
63	20	+20 키드니대거	+20 키드니대거	1	2	288	290	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	177	1761	3522	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	Ws_0032_1.mod	Ws_0032_2.mod	Ws_0032_3.mod	Ws_0032.tga	Ws_0032.tga	0	236	0
64	0	쿠쿠리	쿠쿠리	1	2	8	10	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	37	369	738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	0	0
65	1	+1 쿠쿠리	+1 쿠쿠리	1	2	10	12	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	41	408	816	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	2	0
66	2	+2 쿠쿠리	+2 쿠쿠리	1	2	12	14	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	45	450	900	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	4	0
67	3	+3 쿠쿠리	+3 쿠쿠리	1	2	18	20	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	50	495	990	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	9	0
68	4	+4 쿠쿠리	+4 쿠쿠리	1	2	22	24	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	55	546	1092	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	12	0
69	5	+5 쿠쿠리	+5 쿠쿠리	1	2	26	28	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	61	603	1206	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	15	0
70	6	+6 쿠쿠리	+6 쿠쿠리	1	2	34	36	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	67	666	1332	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	22	0
71	7	+7 쿠쿠리	+7 쿠쿠리	1	2	40	42	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	74	735	1470	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	27	0
72	8	+8 쿠쿠리	+8 쿠쿠리	1	2	50	52	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	81	810	1620	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	35	0
73	9	+9 쿠쿠리	+9 쿠쿠리	1	2	60	62	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	90	891	1782	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	44	0
74	10	+10 쿠쿠리	+10 쿠쿠리	1	2	74	76	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	99	981	1962	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	55	0
75	11	+11 쿠쿠리	+11 쿠쿠리	1	2	88	90	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	108	1080	2160	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	67	0
76	12	+12 쿠쿠리	+12 쿠쿠리	1	2	104	106	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	119	1188	2376	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	80	0
77	13	+13 쿠쿠리	+13 쿠쿠리	1	2	122	124	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	131	1308	2616	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	95	0
78	14	+14 쿠쿠리	+14 쿠쿠리	1	2	141	143	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	144	1440	2880	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	111	0
79	15	+15 쿠쿠리	+15 쿠쿠리	1	2	161	163	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	159	1584	3168	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	128	0
80	16	+16 쿠쿠리	+16 쿠쿠리	1	2	185	187	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	175	1743	3486	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	148	0
81	17	+17 쿠쿠리	+17 쿠쿠리	1	2	212	214	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	192	1920	3840	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	170	0
82	18	+18 쿠쿠리	+18 쿠쿠리	1	2	242	244	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	212	2112	4224	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	195	0
83	19	+19 쿠쿠리	+19 쿠쿠리	1	2	276	278	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	233	2325	4650	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	224	0
84	20	+20 쿠쿠리	+20 쿠쿠리	1	2	315	317	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	256	2559	5118	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	Ws_0033_1.mod	Ws_0033_2.mod	Ws_0033_3.mod	Ws_0033.tga	Ws_0033.tga	0	256	0
85	0	헌팅 나이프	헌팅 나이프	1	3	9	11	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	56	555	1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	0	0
86	1	+1 헌팅 나이프	+1 헌팅 나이프	1	3	11	13	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	61	609	1218	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	2	0
87	2	+2 헌팅 나이프	+2 헌팅 나이프	1	3	14	16	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	68	672	1344	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	4	0
88	3	+3 헌팅 나이프	+3 헌팅 나이프	1	3	20	22	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	75	741	1482	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	9	0
89	4	+4 헌팅 나이프	+4 헌팅 나이프	1	3	23	25	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	82	816	1632	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	12	0
90	5	+5 헌팅 나이프	+5 헌팅 나이프	1	3	27	29	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	90	900	1800	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	15	0
91	6	+6 헌팅 나이프	+6 헌팅 나이프	1	3	36	38	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	99	990	1980	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	23	0
92	7	+7 헌팅 나이프	+7 헌팅 나이프	1	3	42	44	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	109	1089	2178	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	28	0
93	8	+8 헌팅 나이프	+8 헌팅 나이프	1	3	52	54	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	120	1200	2400	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	36	0
94	9	+9 헌팅 나이프	+9 헌팅 나이프	1	3	64	66	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	132	1320	2640	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	46	0
95	10	+10 헌팅 나이프	+10 헌팅 나이프	1	3	77	79	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	146	1452	2904	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	57	0
96	11	+11 헌팅 나이프	+11 헌팅 나이프	1	3	92	94	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	160	1599	3198	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	69	0
97	12	+12 헌팅 나이프	+12 헌팅 나이프	1	3	108	110	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	177	1761	3522	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	83	0
98	13	+13 헌팅 나이프	+13 헌팅 나이프	1	3	128	130	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	194	1938	3876	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	99	0
99	14	+14 헌팅 나이프	+14 헌팅 나이프	1	3	147	149	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	214	2133	4266	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	115	0
100	15	+15 헌팅 나이프	+15 헌팅 나이프	1	3	168	170	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	235	2349	4698	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	133	0
101	16	+16 헌팅 나이프	+16 헌팅 나이프	1	3	192	194	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	259	2586	5172	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	153	0
102	17	+17 헌팅 나이프	+17 헌팅 나이프	1	3	220	222	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	285	2847	5694	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	176	0
103	18	+18 헌팅 나이프	+18 헌팅 나이프	1	3	252	254	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	314	3132	6264	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	203	0
104	19	+19 헌팅 나이프	+19 헌팅 나이프	1	3	287	289	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	345	3447	6894	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	232	0
105	20	+20 헌팅 나이프	+20 헌팅 나이프	1	3	327	329	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	380	3792	7584	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	Ws_0061_1.mod	Ws_0061_2.mod	Ws_0061_3.mod	Ws_0061.tga	Ws_0061.tga	0	265	0
106	0	친퀘디아	친퀘디아	1	3	11	13	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	75	747	1494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0035_1.mod	Ws_0035_2.mod	Ws_0035_3.mod	Ws_0035.tga	Ws_0035.tga	0	Ws_0035_1.mod	Ws_0035_2.mod	Ws_0035_3.mod	Ws_0035.tga	Ws_0035.tga	0	0	0
107	1	+1 친퀘디아	+1 친퀘디아	1	3	14	16	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	83	822	1644	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0035_1.mod	Ws_0035_2.mod	Ws_0035_3.mod	Ws_0035.tga	Ws_0035.tga	0	Ws_0035_1.mod	Ws_0035_2.mod	Ws_0035_3.mod	Ws_0035.tga	Ws_0035.tga	0	2	0
108	2	+2 친퀘디아	+2 친퀘디아	1	3	16	18	0	0	0	0	0	2	50	0	4	0	0	0	0	0	0	0	91	906	1812	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ws_0035_1.mod	Ws_0035_2.mod	Ws_0035_3.mod	Ws_0035.tga	Ws_0035.tga	0	Ws_0035_1.mod	Ws_0035_2.mod	Ws_0035_3.mod	Ws_0035.tga	Ws_0035.tga	0	4	0
